The following are the nodes in the knowledge graph:
Node ID: 4:b16b6424-92e8-4379-8195-c43829d35b7a:0, Labels: Executive, Name: Mr. Kazunari  Yamaguchi
Node ID: 4:b16b6424-92e8-4379-8195-c43829d35b7a:943, Labels: Executive, Name: Mr. Venkatesan  Sambandam BE, MBA
Node ID: 4:b16b6424-92e8-4379-8195-c43829d35b7a:944, Labels: Executive, Name: Mr. Samrat  Som
Node ID: 4:b16b6424-92e8-4379-8195-c43829d35b7a:945, Labels: Executive, Name: James  Young
Node ID: 4:b16b6424-92e8-4379-8195-c43829d35b7a:946, Labels: Executive, Name: Mr. Sudhakar  Bhagavatula
Node ID: 4:b16b6424-92e8-4379-8195-c43829d35b7a:947, Labels: Executive, Name: Mr. Rajeev  Sharma
Node ID: 4:b16b6424-92e8-4379-8195-c43829d35b7a:948, Labels: Company, Name: Grasim Industries Limited
Node ID: 4:b16b6424-92e8-4379-8195-c43829d35b7a:949, Labels: Executive, Name: Mr. Pavan Kumar Jain ACS, B.Com., FCA
Node ID: 4:b16b6424-92e8-4379-8195-c43829d35b7a:950, Labels: Executive, Name: Mr. Hemant K. Kadel B.Com., FCA
Node ID: 4:b16b6424-92e8-4379-8195-c43829d35b7a:951, Labels: Executive, Name: Mr. Ankit  Panchmatia
Node ID: 4:b16b6424-92e8-4379-8195-c43829d35b7a:952, Labels: Executive, Name: Mr. Sailesh Kumar Daga
Node ID: 4:b16b6424-92e8-4379-8195-c43829d35b7a:953, Labels: Executive, Name: Mr. Krishna Kishore Maheshwari F.C.A., M.Com.
Node ID: 4:b16b6424-92e8-4379-8195-c43829d35b7a:954, Labels: Executive, Name: Dr. Aspi  Patel
Node ID: 4:b16b6424-92e8-4379-8195-c43829d35b7a:955, Labels: Executive, Name: Mr. Jayant  Dua
Node ID: 4:b16b6424-92e8-4379-8195-c43829d35b7a:956, Labels: Executive, Name: Mr. Manmohan  Singh
Node ID: 4:b16b6424-92e8-4379-8195-c43829d35b7a:957, Labels: Executive, Name: Mr. Anil  Rustogi
Node ID: 4:b16b6424-92e8-4379-8195-c43829d35b7a:958, Labels: Executive, Name: Mr. Manoj  Kedia
Node ID: 4:b16b6424-92e8-4379-8195-c43829d35b7a:959, Labels: Risk, Name: N/A
Node ID: 4:b16b6424-92e8-4379-8195-c43829d35b7a:960, Labels: Risk, Name: N/A
Node ID: 4:b16b6424-92e8-4379-8195-c43829d35b7a:961, Labels: Company, Name: HCL Technologies Limited
Node ID: 4:b16b6424-92e8-4379-8195-c43829d35b7a:962, Labels: Executive, Name: Mr. ChinnaSwamy  VijayaKumar
Node ID: 4:b16b6424-92e8-4379-8195-c43829d35b7a:963, Labels: Executive, Name: Mr. Shiv  Nadar
Node ID: 4:b16b6424-92e8-4379-8195-c43829d35b7a:964, Labels: Executive, Name: Mr. Shiv Kumar Walia
Node ID: 4:b16b6424-92e8-4379-8195-c43829d35b7a:965, Labels: Executive, Name: Mr. Vijay Anand Guntur M.B.A., M.Sc.
Node ID: 4:b16b6424-92e8-4379-8195-c43829d35b7a:966, Labels: Executive, Name: Mr. Ajit Krishnankutty Kumar
Node ID: 4:b16b6424-92e8-4379-8195-c43829d35b7a:967, Labels: Executive, Name: Mr. Ashutosh  Kaushik
Node ID: 4:b16b6424-92e8-4379-8195-c43829d35b7a:968, Labels: Executive, Name: Mr. Nitin  Mohta
Node ID: 4:b16b6424-92e8-4379-8195-c43829d35b7a:969, Labels: Executive, Name: Mr. Manish  Anand
Node ID: 4:b16b6424-92e8-4379-8195-c43829d35b7a:970, Labels: Executive, Name: Mr. Raghu Raman Lakshmanan
Node ID: 4:b16b6424-92e8-4379-8195-c43829d35b7a:971, Labels: Executive, Name: Ms. Jill  Kouri
Node ID: 4:b16b6424-92e8-4379-8195-c43829d35b7a:972, Labels: Company, Name: HDFC Bank Limited
Node ID: 4:b16b6424-92e8-4379-8195-c43829d35b7a:973, Labels: Executive, Name: Mr. Sashidhar  Jagdishan
Node ID: 4:b16b6424-92e8-4379-8195-c43829d35b7a:974, Labels: Executive, Name: Mr. Bhavesh Chandulal Zaveri
Node ID: 4:b16b6424-92e8-4379-8195-c43829d35b7a:975, Labels: Executive, Name: Mr. Kaizad Maneck Bharucha
Node ID: 4:b16b6424-92e8-4379-8195-c43829d35b7a:976, Labels: Executive, Name: Mr. Vedanthachari Srinivasa Rangan
Node ID: 4:b16b6424-92e8-4379-8195-c43829d35b7a:977, Labels: Executive, Name: Mr. Srinivasan  Vaidyanathan
Node ID: 4:b16b6424-92e8-4379-8195-c43829d35b7a:978, Labels: Executive, Name: Mr. Rakesh K. Singh
Node ID: 4:b16b6424-92e8-4379-8195-c43829d35b7a:979, Labels: Executive, Name: Mr. Ramesh  Lakshminarayanan
Node ID: 4:b16b6424-92e8-4379-8195-c43829d35b7a:980, Labels: Executive, Name: Mr. Ajit Subhas Shetty
Node ID: 4:b16b6424-92e8-4379-8195-c43829d35b7a:981, Labels: Executive, Name: Mr. Rakesh Kumar Rajput
Node ID: 4:b16b6424-92e8-4379-8195-c43829d35b7a:982, Labels: Executive, Name: Mr. Sudhir Kumar Jha
Node ID: 4:b16b6424-92e8-4379-8195-c43829d35b7a:983, Labels: Company, Name: HDFC Life Insurance Company Limited
Node ID: 4:b16b6424-92e8-4379-8195-c43829d35b7a:984, Labels: Executive, Name: Ms. Vibha U. Padalkar
Node ID: 4:b16b6424-92e8-4379-8195-c43829d35b7a:985, Labels: Executive, Name: Mr. Niraj Ashwin Shah
Node ID: 4:b16b6424-92e8-4379-8195-c43829d35b7a:986, Labels: Executive, Name: Mr. Sameer  Yogishwar
Node ID: 4:b16b6424-92e8-4379-8195-c43829d35b7a:987, Labels: Executive, Name: Mr. Prasun  Gajri
Node ID: 4:b16b6424-92e8-4379-8195-c43829d35b7a:988, Labels: Executive, Name: Mr. Narendra Yeshwant Gangan
Node ID: 4:b16b6424-92e8-4379-8195-c43829d35b7a:989, Labels: Executive, Name: Subrato  Roy
Node ID: 4:b16b6424-92e8-4379-8195-c43829d35b7a:990, Labels: Executive, Name: Mr. Vibhash  Naik
Node ID: 4:b16b6424-92e8-4379-8195-c43829d35b7a:991, Labels: Executive, Name: Mr. Khushru  Sidhwa
Node ID: 4:b16b6424-92e8-4379-8195-c43829d35b7a:992, Labels: Executive, Name: Mr. Vineet  Arora
Node ID: 4:b16b6424-92e8-4379-8195-c43829d35b7a:993, Labels: Executive, Name: Ms. Eshwari  Murugan
Node ID: 4:b16b6424-92e8-4379-8195-c43829d35b7a:994, Labels: Company, Name: Hero MotoCorp Limited
Node ID: 4:b16b6424-92e8-4379-8195-c43829d35b7a:995, Labels: Executive, Name: Dr. Pawan Kant Munjal B.E. (Mech.)
Node ID: 4:b16b6424-92e8-4379-8195-c43829d35b7a:996, Labels: Executive, Name: Mr. Niranjan Kumar Gupta
Node ID: 4:b16b6424-92e8-4379-8195-c43829d35b7a:997, Labels: Executive, Name: Mr. Vivek  Anand
Node ID: 4:b16b6424-92e8-4379-8195-c43829d35b7a:998, Labels: Executive, Name: Mr. Dhiraj  Kapoor
Node ID: 4:b16b6424-92e8-4379-8195-c43829d35b7a:999, Labels: Executive, Name: Mr. Vikram Sitaram Kasbekar IIT
Node ID: 4:b16b6424-92e8-4379-8195-c43829d35b7a:1000, Labels: Executive, Name: Mr. Surender Kumar Chhabra
Node ID: 4:b16b6424-92e8-4379-8195-c43829d35b7a:1001, Labels: Executive, Name: Ms. Reema  Jain
Node ID: 4:b16b6424-92e8-4379-8195-c43829d35b7a:1002, Labels: Executive, Name: Mr. Umang Deep Singh Khurana
Node ID: 4:b16b6424-92e8-4379-8195-c43829d35b7a:1003, Labels: Executive, Name: Ms. Pooja  Yadava
Node ID: 4:b16b6424-92e8-4379-8195-c43829d35b7a:1004, Labels: Executive, Name: Mr. Bharatendu  Kabi
Node ID: 4:b16b6424-92e8-4379-8195-c43829d35b7a:1005, Labels: Risk, Name: N/A
Node ID: 4:b16b6424-92e8-4379-8195-c43829d35b7a:1006, Labels: Risk, Name: N/A
Node ID: 4:b16b6424-92e8-4379-8195-c43829d35b7a:1007, Labels: Company, Name: Hindalco Industries Limited
Node ID: 4:b16b6424-92e8-4379-8195-c43829d35b7a:1008, Labels: Executive, Name: Mr. Satish  Pai
Node ID: 4:b16b6424-92e8-4379-8195-c43829d35b7a:1009, Labels: Executive, Name: Mr. Praveen Kumar Maheshwari B.Com., C.A., PGDM
Node ID: 4:b16b6424-92e8-4379-8195-c43829d35b7a:1010, Labels: Executive, Name: Ms. Geetika Raghunandan Anand
Node ID: 4:b16b6424-92e8-4379-8195-c43829d35b7a:1011, Labels: Executive, Name: Mr. Anil Kumar Malik IAS
Node ID: 4:b16b6424-92e8-4379-8195-c43829d35b7a:1012, Labels: Executive, Name: Mr. Vilas  Tathavadkar
Node ID: 4:b16b6424-92e8-4379-8195-c43829d35b7a:1013, Labels: Executive, Name: Mr. Poorav  Sheth
Node ID: 4:b16b6424-92e8-4379-8195-c43829d35b7a:1014, Labels: Executive, Name: Mr. Subir  Sen
Node ID: 4:b16b6424-92e8-4379-8195-c43829d35b7a:1015, Labels: Executive, Name: Mr. V. R. Shankar
Node ID: 4:b16b6424-92e8-4379-8195-c43829d35b7a:1016, Labels: Executive, Name: Mr. Samik  Basu
Node ID: 4:b16b6424-92e8-4379-8195-c43829d35b7a:1017, Labels: Executive, Name: Dr. Pragnya  Ram
Node ID: 4:b16b6424-92e8-4379-8195-c43829d35b7a:1018, Labels: Risk, Name: N/A
Node ID: 4:b16b6424-92e8-4379-8195-c43829d35b7a:1019, Labels: Risk, Name: N/A
Node ID: 4:b16b6424-92e8-4379-8195-c43829d35b7a:1020, Labels: Risk, Name: N/A
Node ID: 4:b16b6424-92e8-4379-8195-c43829d35b7a:1021, Labels: Company, Name: Hindustan Unilever Limited
Node ID: 4:b16b6424-92e8-4379-8195-c43829d35b7a:1022, Labels: Executive, Name: Mr. Rohit  Jawa
Node ID: 4:b16b6424-92e8-4379-8195-c43829d35b7a:1023, Labels: Executive, Name: Mr. Ritesh  Tiwari
Node ID: 4:b16b6424-92e8-4379-8195-c43829d35b7a:1024, Labels: Executive, Name: Mr. Devopam Narendra Bajpai
Node ID: 4:b16b6424-92e8-4379-8195-c43829d35b7a:1025, Labels: Executive, Name: Ms. Shilpa  Kedia
Node ID: 4:b16b6424-92e8-4379-8195-c43829d35b7a:1026, Labels: Executive, Name: Ms. Deepa  Dey
Node ID: 4:b16b6424-92e8-4379-8195-c43829d35b7a:1027, Labels: Executive, Name: Mr. Bittianda Ponnappa Biddappa
Node ID: 4:b16b6424-92e8-4379-8195-c43829d35b7a:1028, Labels: Executive, Name: Dr. Vibhav Ramrao Sanzgiri
Node ID: 4:b16b6424-92e8-4379-8195-c43829d35b7a:1029, Labels: Executive, Name: Ms. Priya  Nair
Node ID: 4:b16b6424-92e8-4379-8195-c43829d35b7a:1030, Labels: Executive, Name: Ms. Harman  Dhillon
Node ID: 4:b16b6424-92e8-4379-8195-c43829d35b7a:1031, Labels: Executive, Name: Mr. Vipul  Mathur
Node ID: 4:b16b6424-92e8-4379-8195-c43829d35b7a:1032, Labels: Company, Name: ICICI Bank Limited
Node ID: 4:b16b6424-92e8-4379-8195-c43829d35b7a:1033, Labels: Executive, Name: Mr. Sandeep  Bakhshi B.E.
Node ID: 4:b16b6424-92e8-4379-8195-c43829d35b7a:1034, Labels: Executive, Name: Mr. Anindya  Banerjee
Node ID: 4:b16b6424-92e8-4379-8195-c43829d35b7a:1035, Labels: Executive, Name: Mr. Rakesh  Jha BE, PGDM
Node ID: 4:b16b6424-92e8-4379-8195-c43829d35b7a:1036, Labels: Executive, Name: Mr. Sandeep  Batra A.C.S., B.Com., CA, CS, F.C.A.
Node ID: 4:b16b6424-92e8-4379-8195-c43829d35b7a:1037, Labels: Executive, Name: Mr. Ajay Kumar Gupta B.Com, CA
Node ID: 4:b16b6424-92e8-4379-8195-c43829d35b7a:1038, Labels: Executive, Name: Mr. Laxminarayan  Achar
Node ID: 4:b16b6424-92e8-4379-8195-c43829d35b7a:1039, Labels: Executive, Name: Ms. Prachiti Deepak Lalingkar
Node ID: 4:b16b6424-92e8-4379-8195-c43829d35b7a:1040, Labels: Executive, Name: Mr. Prasanna  Balachander
Node ID: 4:b16b6424-92e8-4379-8195-c43829d35b7a:1041, Labels: Executive, Name: Mr. Akshay  Chaturvedi
Node ID: 4:b16b6424-92e8-4379-8195-c43829d35b7a:1042, Labels: Executive, Name: Mr. Rajendra  Khandelwal
Node ID: 4:b16b6424-92e8-4379-8195-c43829d35b7a:1043, Labels: Company, Name: IndusInd Bank Limited
Node ID: 4:b16b6424-92e8-4379-8195-c43829d35b7a:1044, Labels: Executive, Name: Mr. Sumant  Kathpalia
Node ID: 4:b16b6424-92e8-4379-8195-c43829d35b7a:1045, Labels: Executive, Name: Mr. Arun  Khurana
Node ID: 4:b16b6424-92e8-4379-8195-c43829d35b7a:1046, Labels: Executive, Name: Mr. K. S. Sridhar
Node ID: 4:b16b6424-92e8-4379-8195-c43829d35b7a:1047, Labels: Executive, Name: Mr. Gobind  Jain C.F.A.
Node ID: 4:b16b6424-92e8-4379-8195-c43829d35b7a:1048, Labels: Executive, Name: Mr. Siddharth  Banerjee
Node ID: 4:b16b6424-92e8-4379-8195-c43829d35b7a:1049, Labels: Executive, Name: Mr. Bhavesh  Lakhani
Node ID: 4:b16b6424-92e8-4379-8195-c43829d35b7a:1050, Labels: Executive, Name: Mr. Anil M. Rao
Node ID: 4:b16b6424-92e8-4379-8195-c43829d35b7a:1051, Labels: Executive, Name: Mr. Indrajit  Yadav
Node ID: 4:b16b6424-92e8-4379-8195-c43829d35b7a:1052, Labels: Executive, Name: Mr. Sachin Shamkant Patange
Node ID: 4:b16b6424-92e8-4379-8195-c43829d35b7a:1053, Labels: Executive, Name: Mr. Soumitra  Sen
Node ID: 4:b16b6424-92e8-4379-8195-c43829d35b7a:1054, Labels: Company, Name: Infosys Limited
Node ID: 4:b16b6424-92e8-4379-8195-c43829d35b7a:1055, Labels: Executive, Name: Mr. Nandan M. Nilekani
Node ID: 4:b16b6424-92e8-4379-8195-c43829d35b7a:1056, Labels: Executive, Name: Mr. Salil Satish Parekh
Node ID: 4:b16b6424-92e8-4379-8195-c43829d35b7a:1057, Labels: Executive, Name: Ms. Inderpreet  Sawhney
Node ID: 4:b16b6424-92e8-4379-8195-c43829d35b7a:1058, Labels: Executive, Name: Mr. Shaji  Mathew
Node ID: 4:b16b6424-92e8-4379-8195-c43829d35b7a:1059, Labels: Executive, Name: Mr. Jayesh  Sanghrajka
Node ID: 4:b16b6424-92e8-4379-8195-c43829d35b7a:1060, Labels: Executive, Name: Mr. Anand  Swaminathan
Node ID: 4:b16b6424-92e8-4379-8195-c43829d35b7a:1061, Labels: Executive, Name: Mr. Sandeep  Mahindroo
Node ID: 4:b16b6424-92e8-4379-8195-c43829d35b7a:1062, Labels: Executive, Name: Mr. Sumit  Virmani
Node ID: 4:b16b6424-92e8-4379-8195-c43829d35b7a:1063, Labels: Executive, Name: Mr. Srikantan  Moorthy
Node ID: 4:b16b6424-92e8-4379-8195-c43829d35b7a:1064, Labels: Executive, Name: Mr. Narsimha Rao Mannepalli
Node ID: 4:b16b6424-92e8-4379-8195-c43829d35b7a:1065, Labels: Company, Name: ITC Limited
Node ID: 4:b16b6424-92e8-4379-8195-c43829d35b7a:1066, Labels: Executive, Name: Mr. Sanjiv  Puri
Node ID: 4:b16b6424-92e8-4379-8195-c43829d35b7a:1067, Labels: Executive, Name: Mr. Supratim  Dutta
Node ID: 4:b16b6424-92e8-4379-8195-c43829d35b7a:1068, Labels: Executive, Name: Mr. Rajendra Kumar Singhi
Node ID: 4:b16b6424-92e8-4379-8195-c43829d35b7a:1069, Labels: Executive, Name: Mr. Arif  Nazeeb
Node ID: 4:b16b6424-92e8-4379-8195-c43829d35b7a:1070, Labels: Executive, Name: Mr. Sumant  Bhargavan
Node ID: 4:b16b6424-92e8-4379-8195-c43829d35b7a:1071, Labels: Executive, Name: Mr. Anil K. Rajput
Node ID: 4:b16b6424-92e8-4379-8195-c43829d35b7a:1072, Labels: Executive, Name: Mr. Hemant  Malik
Node ID: 4:b16b6424-92e8-4379-8195-c43829d35b7a:1073, Labels: Executive, Name: Mr. Surampudi  Sivakumar
Node ID: 4:b16b6424-92e8-4379-8195-c43829d35b7a:1074, Labels: Executive, Name: Mr. Tunal Kumar Ghosal
Node ID: 4:b16b6424-92e8-4379-8195-c43829d35b7a:1075, Labels: Executive, Name: Datta  S.
Node ID: 4:b16b6424-92e8-4379-8195-c43829d35b7a:1076, Labels: Company, Name: JSW Steel Limited
Node ID: 4:b16b6424-92e8-4379-8195-c43829d35b7a:1077, Labels: Executive, Name: Mr. Sajjan Kumar Jindal B.E.
Node ID: 4:b16b6424-92e8-4379-8195-c43829d35b7a:1078, Labels: Executive, Name: Mr. Jayant  Acharya
Node ID: 4:b16b6424-92e8-4379-8195-c43829d35b7a:1079, Labels: Executive, Name: Mr. Gajraj Singh Rathore BE, MET
Node ID: 4:b16b6424-92e8-4379-8195-c43829d35b7a:1080, Labels: Executive, Name: Mr. Swayam  Saurabh
Node ID: 4:b16b6424-92e8-4379-8195-c43829d35b7a:1081, Labels: Executive, Name: Mr. Ashwin Shivkumar Bajaj
Node ID: 4:b16b6424-92e8-4379-8195-c43829d35b7a:1082, Labels: Executive, Name: Mr. Lancy  Varghese ACS, LLB, M.Com
Node ID: 4:b16b6424-92e8-4379-8195-c43829d35b7a:1083, Labels: Executive, Name: Mr. Biswadip  Gupta
Node ID: 4:b16b6424-92e8-4379-8195-c43829d35b7a:1084, Labels: Executive, Name: Mr. Vinay  Shroff
Node ID: 4:b16b6424-92e8-4379-8195-c43829d35b7a:1085, Labels: Executive, Name: Mr. Dilip  Pattanayak
Node ID: 4:b16b6424-92e8-4379-8195-c43829d35b7a:1086, Labels: Executive, Name: Mr. Ashok Kumar Aggrawal
Node ID: 4:b16b6424-92e8-4379-8195-c43829d35b7a:1087, Labels: Risk, Name: N/A
Node ID: 4:b16b6424-92e8-4379-8195-c43829d35b7a:1088, Labels: Company, Name: Kotak Mahindra Bank Limited
Node ID: 4:b16b6424-92e8-4379-8195-c43829d35b7a:1089, Labels: Executive, Name: Mr. Ashok Valiram Vaswani
Node ID: 4:b16b6424-92e8-4379-8195-c43829d35b7a:1090, Labels: Executive, Name: Ms. Shanti  Ekambaram
Node ID: 4:b16b6424-92e8-4379-8195-c43829d35b7a:1091, Labels: Executive, Name: Mr. Paul  Parambi
Node ID: 4:b16b6424-92e8-4379-8195-c43829d35b7a:1092, Labels: Executive, Name: Mr. Milind  Nagnur
Node ID: 4:b16b6424-92e8-4379-8195-c43829d35b7a:1093, Labels: Executive, Name: Mr. Devang C. Gheewalla
Node ID: 4:b16b6424-92e8-4379-8195-c43829d35b7a:1094, Labels: Executive, Name: Mr. T. V. Raghunath
Node ID: 4:b16b6424-92e8-4379-8195-c43829d35b7a:1095, Labels: Executive, Name: Mr. Himanshu V. Vasa
Node ID: 4:b16b6424-92e8-4379-8195-c43829d35b7a:1096, Labels: Executive, Name: Mr. Prasanna  Kotian
Node ID: 4:b16b6424-92e8-4379-8195-c43829d35b7a:1097, Labels: Executive, Name: Rohit  Bhasin
Node ID: 4:b16b6424-92e8-4379-8195-c43829d35b7a:1098, Labels: Executive, Name: Mr. Anupam  Kaura
Node ID: 4:b16b6424-92e8-4379-8195-c43829d35b7a:1099, Labels: Company, Name: Larsen & Toubro Limited
Node ID: 4:b16b6424-92e8-4379-8195-c43829d35b7a:1100, Labels: Executive, Name: Mr. Sekharipuram Narayanan Subrahmanyan
Node ID: 4:b16b6424-92e8-4379-8195-c43829d35b7a:1101, Labels: Executive, Name: Mr. Ramamurthi Shankar Raman
Node ID: 4:b16b6424-92e8-4379-8195-c43829d35b7a:1102, Labels: Executive, Name: Mr. Azhakankumarath Sivaram Nair
Node ID: 4:b16b6424-92e8-4379-8195-c43829d35b7a:1103, Labels: Executive, Name: Mr. Subramanian  Sarma
Node ID: 4:b16b6424-92e8-4379-8195-c43829d35b7a:1104, Labels: Executive, Name: Mr. Tharayil Madhava Das B.Tech.
Node ID: 4:b16b6424-92e8-4379-8195-c43829d35b7a:1105, Labels: Executive, Name: Mr. Sudhindra Vasantrao Desai
Node ID: 4:b16b6424-92e8-4379-8195-c43829d35b7a:1106, Labels: Executive, Name: Mr. Anil Vithal Parab
Node ID: 4:b16b6424-92e8-4379-8195-c43829d35b7a:1107, Labels: Executive, Name: Mr. R.  Govindan
Node ID: 4:b16b6424-92e8-4379-8195-c43829d35b7a:1108, Labels: Executive, Name: Marnix  Coomans
Node ID: 4:b16b6424-92e8-4379-8195-c43829d35b7a:1109, Labels: Executive, Name: Bahadur  Hitendra
Node ID: 4:b16b6424-92e8-4379-8195-c43829d35b7a:1110, Labels: Risk, Name: N/A
Node ID: 4:b16b6424-92e8-4379-8195-c43829d35b7a:1111, Labels: Company, Name: Mahindra & Mahindra Limited
Node ID: 4:b16b6424-92e8-4379-8195-c43829d35b7a:1112, Labels: Executive, Name: Mr. Anand Gopal Mahindra
Node ID: 4:b16b6424-92e8-4379-8195-c43829d35b7a:1113, Labels: Executive, Name: Dr. Anish Dilip Shah Ph.D.
Node ID: 4:b16b6424-92e8-4379-8195-c43829d35b7a:1114, Labels: Executive, Name: Mr. Rajesh Ganesh Jejurikar
Node ID: 4:b16b6424-92e8-4379-8195-c43829d35b7a:1115, Labels: Executive, Name: Mr. Manoj  Bhat
Node ID: 4:b16b6424-92e8-4379-8195-c43829d35b7a:1116, Labels: Executive, Name: Mr. Narayan  Shankar
Node ID: 4:b16b6424-92e8-4379-8195-c43829d35b7a:1117, Labels: Executive, Name: Mr. Amarjyoti  Barua
Node ID: 4:b16b6424-92e8-4379-8195-c43829d35b7a:1118, Labels: Executive, Name: Mr. Ruzbeh  Irani
Node ID: 4:b16b6424-92e8-4379-8195-c43829d35b7a:1119, Labels: Executive, Name: Mr. Hemant  Sikka
Node ID: 4:b16b6424-92e8-4379-8195-c43829d35b7a:1120, Labels: Executive, Name: Mr. Veejay Ram Nakra
Node ID: 4:b16b6424-92e8-4379-8195-c43829d35b7a:1121, Labels: Executive, Name: Mr. Vinod  Sahay
Node ID: 4:b16b6424-92e8-4379-8195-c43829d35b7a:1122, Labels: Company, Name: Maruti Suzuki India Limited
Node ID: 4:b16b6424-92e8-4379-8195-c43829d35b7a:1123, Labels: Executive, Name: Mr. Hisashi  Takeuchi
Use this information to identify relevant entities for the user's question.
